Ticker,Name,"OPM
","Mcap
","DivY
","ICB_sector
","ICB_supersector
","P/B
","P/E
"
6070 JT Equity,Careerlink Co Ltd,3.284846067,7081470976,1.773049645,Business Training Employment Agency,Industrial Goods & Services,2.075793743,14.16373634
4463 JT Equity,Nicca Chemical Co Ltd,4.363515854,22172919808,1.277955272,Specialty Chemicals,Chemicals,1.038095474,14.15985298
9889 JT Equity,JBCC Holdings Inc,2.227639914,19355607040,,Computer Hardware,Technology,1.238840222,14.14855289
3668 JT Equity,COLOPL Inc,24.75213432,1.06E+11,1.662014526,Toys,Personal & Household Goods,1.525661945,14.12167931
9437 JT Equity,NTT DOCOMO Inc,20.60698509,1.03E+13,3.656975681,Mobile Telecommunications,Telecommunications,1.719574213,14.12083626
4465 JT Equity,Niitaka Co Ltd,6.891926765,10697493504,,Nondurable Household Products,Personal & Household Goods,1.180608392,14.09332943
9622 JT Equity,Space Co Ltd,7.236752033,38623662080,,Heavy Construction,Construction & Materials,1.320516944,14.08726501
9024 JT Equity,Seibu Holdings Inc,12.19822311,6.10E+11,1.290684624,Travel & Tourism,Travel & Leisure,1.465515733,14.08584309
9404 JT Equity,Nippon Television Holdings Inc,12.60511112,4.80E+11,1.869158879,Broadcasting & Entertainment,Media,0.676392555,14.08112717
3157 JT Equity,JUTEC Holdings Corp,0.763531029,15515467776,,Building Materials & Fixtures,Construction & Materials,1.123683095,14.07312107
3538 JT Equity,Willplus Holdings Corp,5.133944988,11230912512,1.114922813,Specialty Retailers,Retail,2.411891937,14.06938171
9119 JT Equity,Iino Kaiun Kaisha Ltd,7.910466194,59203497984,,Marine Transportation,Industrial Goods & Services,0.805399537,14.06703663
2737 JT Equity,Tomen Devices Corp,0.799095988,18773520384,,Semiconductors,Technology,0.685353518,14.04080009
9069 JT Equity,Senko Group Holdings Co Ltd,3.750479937,1.24E+11,2.740740835,Transportation Services,Industrial Goods & Services,1.156505942,14.03569603
8542 JT Equity,Tomato Bank Ltd,16.83075523,17950668800,,Banks,Banks,0.409602851,14.0352478
8522 JT Equity,Bank of Nagoya Ltd/The,17.13321877,80701161472,,Banks,Banks,0.321222097,14.03461742
8818 JT Equity,Keihanshin Building Co Ltd,34.55528641,48436920320,,Real Estate Holding & Development,Real Estate,0.773398459,14.02439022
9543 JT Equity,Shizuoka Gas Co Ltd,6.319093227,72078532608,1.585623679,Gas Distribution,Utilities,0.923740923,14.00444126
3151 JT Equity,Vital KSK Holdings Inc,0.551868021,64286035968,,Pharmaceuticals,Health Care,0.628305018,14.00373459
6316 JT Equity,Maruyama Manufacturing Co Inc,2.740227938,9148354560,,Commercial Vehicles & Trucks,Industrial Goods & Services,0.590256453,14.00307941
1868 JT Equity,Mitsui Home Co Ltd,1.990162969,45718593536,,Home Construction,Personal & Household Goods,0.970255554,13.98757458
6479 JT Equity,MINEBEA MITSUMI Inc,7.671466827,9.68E+11,1.140609044,Electrical Components & Equipment,Industrial Goods & Services,2.539710283,13.98075008
3245 JT Equity,Dear Life Co Ltd,12.56969357,18874935296,,Real Estate Holding & Development,Real Estate,2.502916098,13.96032333
7856 JT Equity,Hagihara Industries Inc,11.71185684,28156463104,1.693121693,Clothing & Accessories,Personal & Household Goods,1.358475089,13.94525146
6644 JT Equity,Osaki Electric Co Ltd,8.927680016,38970339328,2.528445006,Electrical Components & Equipment,Industrial Goods & Services,0.836075425,13.94324017
1942 JT Equity,Kandenko Co Ltd,5.605136871,2.57E+11,2.055067837,Heavy Construction,Construction & Materials,1.171816707,13.9408102
3202 JT Equity,Daitobo Co Ltd,8.870018005,3060000000,,Clothing & Accessories,Personal & Household Goods,0.665842175,13.93442631
9025 JT Equity,Konoike Transport Co Ltd,3.960794926,1.07E+11,1.907790143,Transportation Services,Industrial Goods & Services,1.095312119,13.93236828
6368 JT Equity,Organo Corp,5.071874142,36392366080,1.592356688,Industrial Machinery,Industrial Goods & Services,0.739453793,13.91473961
7729 JT Equity,Tokyo Seimitsu Co Ltd,17.55836105,1.79E+11,1.955083803,Semiconductors,Technology,1.903132677,13.89849567
6325 JT Equity,Takakita Co Ltd,11.61582279,10990000128,1.27388535,Commercial Vehicles & Trucks,Industrial Goods & Services,1.544056773,13.89528084
4553 JT Equity,Towa Pharmaceutical Co Ltd,8.086028099,1.18E+11,1.413043478,Pharmaceuticals,Health Care,1.401017547,13.89492989
3636 JT Equity,Mitsubishi Research Institute Inc,6.405785084,52392816640,2.507836991,Computer Services,Technology,1.211560488,13.87861633
9042 JT Equity,Hankyu Hanshin Holdings Inc,14.12367344,1.01E+12,1.020728643,Travel & Tourism,Travel & Leisure,1.182523131,13.87194538
3975 JT Equity,AOI TYO Holdings Inc,6.555177212,39895908352,2.032019704,Media Agencies,Media,1.558852792,13.86848831
3662 JT Equity,Ateam Inc,11.78417873,47852523520,,Internet,Technology,4.832637787,13.86585903
4526 JT Equity,Riken Vitamin Co Ltd,8.09924221,82834882560,1.71990172,Food Products,Food & Beverage,1.103965521,13.85673428
7914 JT Equity,Kyodo Printing Co Ltd,3.539813995,29766000640,,Business Support Services,Industrial Goods & Services,0.454176664,13.83763885
6988 JT Equity,Nitto Denko Corp,12.06041336,1.44E+12,1.93225505,Specialty Chemicals,Chemicals,1.871208668,13.83573532
6165 JT Equity,Punch Industry Co Ltd,5.431821823,25573494784,1.394896194,Industrial Machinery,Industrial Goods & Services,1.638986588,13.82444382
3034 JT Equity,Qol Co Ltd,5.220452785,89204088832,1.177496729,Drug Retailers,Retail,2.505577326,13.81991386
7844 JT Equity,Marvelous Inc,19.58008575,48233791488,3.666666667,Recreational Services,Travel & Leisure,2.736704588,13.81215477
7148 JT Equity,Financial Products Group Co Ltd,63.67601776,1.24E+11,3.760207983,Specialty Finance,Financial Services,5.567292213,13.80448246
6498 JT Equity,Kitz Corp,7.8255229,90758447104,1.769911504,Industrial Machinery,Industrial Goods & Services,1.174857378,13.78553104
3288 JT Equity,Open House Co Ltd,12.34757137,3.63E+11,1.464342338,Real Estate Holding & Development,Real Estate,4.00278759,13.77368355
5232 JT Equity,Sumitomo Osaka Cement Co Ltd,9.198417664,1.97E+11,2.325581395,Building Materials & Fixtures,Construction & Materials,0.950012028,13.76200199
4687 JT Equity,TDC Soft Inc,7.15802002,16399180800,2.603369066,Software,Technology,1.577481985,13.74013615
5262 JT Equity,Nippon Hume Corp,4.673705101,24358424576,,Building Materials & Fixtures,Construction & Materials,0.681916773,13.73944759
5269 JT Equity,Nippon Concrete Industries Co Ltd,4.333219051,25537624064,1.583710407,Building Materials & Fixtures,Construction & Materials,0.694788575,13.69268894
6503 JT Equity,Mitsubishi Electric Corp,6.372382164,3.67E+12,2.337814144,Industrial Machinery,Industrial Goods & Services,1.6285429,13.68581009
4023 JT Equity,Kureha Corp,5.77199316,1.39E+11,1.724137931,Specialty Chemicals,Chemicals,0.90649581,13.68429661
7593 JT Equity,VT Holdings Co Ltd,4.477470875,61719994368,3.481624758,Specialty Retailers,Retail,1.68917942,13.6627903
7269 JT Equity,Suzuki Motor Corp,8.413991928,2.90E+12,1.117219267,Automobiles,Automobiles & Parts,1.990054131,13.66273022
8275 JT Equity,Forval Corp,5.065098763,24099649536,,Telecommunications Equipment,Technology,2.597026825,13.65708065
6409 JT Equity,Kito Corp,8.228232384,51148144640,1.586462189,Industrial Machinery,Industrial Goods & Services,1.765057564,13.65244389
2418 JT Equity,Tsukada Global Holdings Inc,7.454630852,30844801024,1.587301587,Specialized Consumer Services,Retail,0.878456116,13.64226913
4204 JT Equity,Sekisui Chemical Co Ltd,9.052184105,9.35E+11,2.039614479,Home Construction,Personal & Household Goods,1.508625746,13.62509155
4097 JT Equity,Koatsu Gas Kogyo Co Ltd,5.959527969,52798648320,,Specialty Chemicals,Chemicals,0.967576444,13.6064167
7514 JT Equity,Himaraya Co Ltd,1.549919963,14304434176,,Specialty Retailers,Retail,1.015129805,13.59007359
8388 JT Equity,Awa Bank Ltd/The,38.48292542,1.64E+11,,Banks,Banks,0.586640775,13.57890415
7972 JT Equity,Itoki Corp,2.719811916,37335068672,1.815642458,Furnishings,Personal & Household Goods,0.695906878,13.57603359
6406 JT Equity,Fujitec Co Ltd,7.576951981,1.36E+11,,Industrial Machinery,Industrial Goods & Services,1.189379573,13.57356262
9501 JT Equity,Tokyo Electric Power Co Holdings Inc,4.828160763,6.83E+11,,Conventional Electricity,Utilities,0.438202798,13.56960583
4461 JT Equity,DKS Co Ltd,7.547748089,46156271616,1.62037037,Specialty Chemicals,Chemicals,1.494528651,13.56570911
4636 JT Equity,T&K Toka Co Ltd,5.053092003,33023070208,,Specialty Chemicals,Chemicals,0.700287819,13.56525326
6937 JT Equity,Furukawa Battery Co Ltd/The,6.030368805,31488000000,,Nondurable Household Products,Personal & Household Goods,1.40797472,13.56315327
2925 JT Equity,Pickles Corp,3.008856058,12751213568,,Food Products,Food & Beverage,1.146139622,13.55570221
4217 JT Equity,Hitachi Chemical Co Ltd,9.591731071,5.21E+11,2.399040384,Specialty Chemicals,Chemicals,1.297479868,13.55482101
8276 JT Equity,Heiwado Co Ltd,3.385546923,1.43E+11,1.43501435,Food Retailers & Wholesalers,Retail,0.868298471,13.55391502
6915 JT Equity,Chiyoda Integre Co Ltd,6.826872826,33673504768,,Electrical Components & Equipment,Industrial Goods & Services,0.906559408,13.5500021
2286 JT Equity,Hayashikane Sangyo Co Ltd,2.517658949,7466579968,,Food Products,Food & Beverage,1.059165239,13.5467186
2729 JT Equity,Jalux Inc,2.832406044,39538626560,,Diversified Industrials,Industrial Goods & Services,1.809595823,13.53182888
7594 JT Equity,Maruka Machinery Co Ltd,3.618654966,19644135424,2.025959091,Industrial Machinery,Industrial Goods & Services,0.920829475,13.52774906
9021 JT Equity,West Japan Railway Co,12.23745346,1.45E+12,2.10364632,Travel & Tourism,Travel & Leisure,1.419622064,13.52037048
7211 JT Equity,Mitsubishi Motors Corp,0.268431008,1.15E+12,2.235623397,Automobiles,Automobiles & Parts,1.525923491,13.51232815
3050 JT Equity,DCM Holdings Co Ltd,4.467329979,1.54E+11,2.590194265,Home Improvement Retailers,Retail,0.813490391,13.49630451
2914 JT Equity,Japan Tobacco Inc,25.93448639,5.91E+12,5.094318822,Tobacco,Personal & Household Goods,1.917709708,13.49612045
4323 JT Equity,Japan System Techniques Co Ltd,4.014832973,7267837952,,Software,Technology,1.201307535,13.46293831
6448 JT Equity,Brother Industries Ltd,9.286414146,6.45E+11,2.054515867,Electronic Office Equipment,Technology,1.604198337,13.46185398
9717 JT Equity,Jastec Co Ltd,12.40534592,23206203392,,Software,Technology,1.39094305,13.46019268
8233 JT Equity,Takashimaya Co Ltd,3.98308301,3.23E+11,1.338470887,Broadline Retailers,Retail,0.723340154,13.43085098
6750 JT Equity,Elecom Co Ltd,12.22835732,97296973824,1.974496092,Computer Hardware,Technology,2.928818703,13.42204094
6390 JT Equity,Kato Works Co Ltd,3.388212919,29053634560,2.627324171,Commercial Vehicles & Trucks,Industrial Goods & Services,0.536190093,13.41284943
6323 JT Equity,Rorze Corp,8.108078957,37520281600,1.175364363,Electronic Equipment,Industrial Goods & Services,2.159796476,13.39977551
6941 JT Equity,Yamaichi Electronics Co Ltd,10.24686813,46356262912,1.358832411,Semiconductors,Technology,2.021533489,13.36157608
8383 JT Equity,Tottori Bank Ltd/The,13.12235355,16594393088,,Banks,Banks,0.317091256,13.3608036
9324 JT Equity,Yasuda Logistics Corp,6.331882954,30390360064,,Business Support Services,Industrial Goods & Services,0.436473757,13.35556984
5976 JT Equity,Neturen Co Ltd,6.919992924,46943416320,2.332089552,Iron & Steel,Basic Resources,0.747037888,13.33665085
4350 JT Equity,Medical System Network Co Ltd,2.377763987,16268546048,1.876172608,Health Care Providers,Health Care,1.5459764,13.32166958
6826 JT Equity,Honda Tsushin Kogyo Co Ltd,8.282476425,27081713664,1.662049861,Electrical Components & Equipment,Industrial Goods & Services,2.214500666,13.31284523
8324 JT Equity,Daishi Bank Ltd/The,19.63485718,1.71E+11,,Banks,Banks,0.504255235,13.30860901
4216 JT Equity,ASAHI YUKIZAI CORP,4.906136036,34472497152,2.297530155,Specialty Chemicals,Chemicals,0.828567922,13.30226135
8527 JT Equity,Aichi Bank Ltd/The,17.40297508,58436902912,,Banks,Banks,0.245798066,13.29661369
9099 JT Equity,Chilled & Frozen Logistics Holdings Co L,3.700170994,38279241728,1.342281879,Trucking,Industrial Goods & Services,1.07877779,13.27157784
8714 JT Equity,Senshu Ikeda Holdings Inc,23.10305405,1.18E+11,,Banks,Banks,0.543795168,13.26736355
4368 JT Equity,Fuso Chemical Co Ltd,27.24088478,98543026176,1.621621622,Food Products,Food & Beverage,1.982102036,13.25151634
4678 JT Equity,Shuei Yobiko Co Ltd,2.425344944,3220800000,,Specialized Consumer Services,Retail,0.785377502,13.24503422
3166 JT Equity,Ochi Holdings Co Ltd,2.130794048,19695073280,,Industrial Suppliers,Industrial Goods & Services,1.403766632,13.23758125
3172 JT Equity,Tea Life Co Ltd,6.579556942,5342249984,,Food Retailers & Wholesalers,Retail,1.229511857,13.22740173
5480 JT Equity,Nippon Yakin Kogyo Co Ltd,3.852622986,44322373632,1.398601399,Iron & Steel,Basic Resources,1.111778021,13.22237682
9072 JT Equity,Nikkon Holdings Co Ltd,10.11098099,1.98E+11,2.071823204,Trucking,Industrial Goods & Services,1.074578285,13.1960268
3173 JT Equity,Cominix Co Ltd,2.554449081,6484185088,,Broadline Retailers,Retail,1.337550163,13.17331886
9020 JT Equity,East Japan Railway Co,16.18677711,3.86E+12,1.398601399,Travel & Tourism,Travel & Leisure,1.350297213,13.16239357
2883 JT Equity,Dairei Co Ltd,4.686470032,11956516864,,Food Products,Food & Beverage,1.621548295,13.15267658
8570 JT Equity,AEON Financial Service Co Ltd,17.81536865,5.42E+11,2.828618968,Consumer Finance,Financial Services,1.439083576,13.1310873
3366 JT Equity,Ichirokudo Co Ltd,4.357367992,4054746880,,Restaurants & Bars,Travel & Leisure,0.734677315,13.11957932
7990 JT Equity,GLOBERIDE Inc,4.316291809,35760001024,1.845637584,Recreational Products,Personal & Household Goods,1.535893798,13.10984993
4541 JT Equity,Nichi-iko Pharmaceutical Co Ltd,5.235743046,1.04E+11,1.742160279,Pharmaceuticals,Health Care,1.102507353,13.10901356
9081 JT Equity,Kanagawa Chuo Kotsu Co Ltd,5.894827843,47753998336,,Travel & Tourism,Travel & Leisure,0.890236259,13.10829067
7220 JT Equity,Musashi Seimitsu Industry Co Ltd,6.185396194,1.18E+11,1.475580324,Auto Parts,Automobiles & Parts,1.43486321,13.10568047
6293 JT Equity,Nissei Plastic Industrial Co Ltd,6.866322041,33252096000,1.540522438,Industrial Machinery,Industrial Goods & Services,0.91653657,13.10338783
6339 JT Equity,Sintokogio Ltd,5.141613007,62604324864,,Industrial Machinery,Industrial Goods & Services,0.647965312,13.09061813
6622 JT Equity,Daihen Corp,6.454362869,1.12E+11,1.81598063,Electrical Components & Equipment,Industrial Goods & Services,1.386577368,13.07334423
8008 JT Equity,Yondoshi Holdings Inc,12.69780064,79253323776,2.72945966,Apparel Retailers,Retail,1.298465133,13.05509567
8355 JT Equity,Shizuoka Bank Ltd/The,24.64466476,6.75E+11,1.910219675,Banks,Banks,0.619702697,13.04299068
4324 JT Equity,Dentsu Inc,14.16959381,1.40E+12,1.858316222,Media Agencies,Media,1.255793929,13.04021835
5933 JT Equity,Alinco Inc,6.534533978,22974943232,3.388278388,Building Materials & Fixtures,Construction & Materials,0.873162985,13.02325535
8473 JT Equity,SBI Holdings Inc/Japan,16.70885277,6.12E+11,3.66703337,Investment Services,Financial Services,1.387878299,13.00429249
3822 JT Equity,Minori Solutions Co Ltd,8.613956451,12894929920,1.908657123,Software,Technology,1.821793318,13.0041666
6702 JT Equity,Fujitsu Ltd,2.857422113,1.37E+12,1.735849057,Computer Hardware,Technology,1.365334392,13.00294399
4045 JT Equity,Toagosei Co Ltd,12.06083965,1.68E+11,2.040816327,Specialty Chemicals,Chemicals,0.918284535,12.98926449
3452 JT Equity,B-Lot Co Ltd,18.06219482,16914601984,,Real Estate Services,Real Estate,4.05066824,12.96047688
4914 JT Equity,Takasago International Corp,5.234564781,67913576448,1.335311573,Specialty Chemicals,Chemicals,0.708365858,12.94759464
7512 JT Equity,Aeon Hokkaido Corp,4.60427618,84331601920,1.889168766,Broadline Retailers,Retail,1.959042788,12.92696381
8081 JT Equity,Kanaden Corp,3.520782948,42828029952,,Electrical Components & Equipment,Industrial Goods & Services,0.993068695,12.90917873
4046 JT Equity,Osaka Soda Co Ltd,7.043171883,70220611584,,Commodity Chemicals,Chemicals,1.077914834,12.90772438
7259 JT Equity,Aisin Seiki Co Ltd,6.419177055,1.77E+12,2.266160204,Auto Parts,Automobiles & Parts,1.227719545,12.90533829
4272 JT Equity,Nippon Kayaku Co Ltd,12.34727669,2.41E+11,2.343159486,Specialty Chemicals,Chemicals,1.098101139,12.90479946
6810 JT Equity,Maxell Holdings Ltd,5.600372791,1.17E+11,1.717401147,Consumer Electronics,Personal & Household Goods,0.942432463,12.90076733
8363 JT Equity,Hokkoku Bank Ltd/The,31.7071228,1.30E+11,,Banks,Banks,0.462977052,12.89760113
8563 JT Equity,Daito Bank Ltd/The,16.24798775,16473796608,,Banks,Banks,0.42181465,12.89072227
1333 JT Equity,Maruha Nichiro Corp,3.012499094,1.87E+11,1.128349788,"Farming, Fishing & Plantations",Food & Beverage,1.614017725,12.88903427
8904 JT Equity,Sanyo Housing Nagoya Co Ltd,4.58986187,18411878400,,Heavy Construction,Construction & Materials,0.751996458,12.88273239
6540 JT Equity,Semba Corp,4.816055775,12765599744,,Heavy Construction,Construction & Materials,1.363917708,12.86991119
9037 JT Equity,Hamakyorex Co Ltd,8.012824059,68538261504,1.248266297,Business Support Services,Industrial Goods & Services,1.362639189,12.86810684
7989 JT Equity,Tachikawa Corp,9.084017754,31311509504,0.99469496,Furnishings,Personal & Household Goods,0.870850563,12.86360168
5992 JT Equity,Chuo Spring Co Ltd,3.358309984,22189957120,,Auto Parts,Automobiles & Parts,0.397489339,12.86274815
8218 JT Equity,Komeri Co Ltd,5.239100933,1.57E+11,1.344643405,Home Improvement Retailers,Retail,0.888082862,12.85784245
9986 JT Equity,Zaoh Co Ltd,15.462327,10777520128,,Industrial Machinery,Industrial Goods & Services,0.959497809,12.84061241
7734 JT Equity,Riken Keiki Co Ltd,17.12903214,58466332672,1.052205585,Electronic Equipment,Industrial Goods & Services,1.41132915,12.83903122
5186 JT Equity,Nitta Corp,6.66262722,1.22E+11,1.559405941,Industrial Machinery,Industrial Goods & Services,1.212719917,12.83680725
7456 JT Equity,Matsuda Sangyo Co Ltd,1.815350056,53278515200,1.627780792,Nonferrous Metals,Basic Resources,0.869686365,12.81284714
2060 JT Equity,Feed One Co Ltd,2.323489904,45793468416,1.939655172,Food Products,Food & Beverage,1.409385085,12.81060219
